candidate_id,Self Awareness (Final),Parts Completed,Overall Score,Location,Years of Experience,Gender,Chart Interpretation score,Chart Interpretation Self Rating,Data Literacy score,Data Literacy Self Rating,Reports & Visualisations score,Reports & Visualisations Self Rating,SQL score,SQL Self Rating,Business Acumen score,Business Acumen Self Rating,wordCount,BOW_business_acumen,BOW_chart_intepretation,BOW_data_literacy,BOW_reports_visualisation,BOW_sql,ATS_noweight,ATS_weighted,QS_rank,Highest Degree Level,Highest level of company position
27149,-2.515,3,6.4,1,9,0,9.048,10,9.091,8,7,9,,6,4.286,9,776,0.021907216,0,0,0.003865979,0,0.8,0.95,29,1,2
27153,-6.9272,3,0.4,1,9,0,,9,1.364,9,,9,,1,,8,921,0.027144408,0,0,0,0,0.225,0.275,0,2,1
27156,-7.3636,3,2.4,1,20,0,,9,8.182,9,,9,,9,,9,526,0.019011407,0,0,0,0,0.225,0.275,551,0,2
27157,-1.5436,3,6.8,1,10,0,9.048,9,9.091,9,8,9,,6,7.143,8,453,0.028697572,0,0,0.004415011,0,0.4875,0.6375,183,1,2
27158,-5.638,3,2.5,1,4,1,3.81,8,5,7,,9,,7,,6,367,0.005449591,0,0,0.002724796,0.005449591,0.4875,0.6375,0,0,1
27159,-5.7516,3,2.9,1,13,1,3.333,8,5.909,8,2,8,,8,,8,823,0.019441069,0.001215067,0,0.001215067,0.0036452,0.325,0.425,0,,1
27162,-2.0414,3,0.8,3,2,0,1.429,3,1.364,3,,2,,2,,3,207,0.033816425,0,0,0.004830918,0,0.225,0.275,0,0,2
27163,-6.4,3,1.8,1,15,0,,8,5,8,3,8,,8,,8,839,0.014302741,0,0,0.001191895,0,0.275,0.35,801,1,1
27166,-2.9714,3,5.8,1,3,0,7.143,8,10,8,7,8,,8,,7,520,0.009615385,0,0,0.013461538,0,0.4875,0.6375,96,0,1
27167,-5.6744,3,3.6,1,8,0,3.333,9,4.545,9,4,9,3.75,9,,8,589,0.001697793,0.005093379,0.005093379,0.006791171,0,0.375,0.5,0,0,1
27168,-6.1438,3,3.2,1,2,0,6.19,10,4.091,9,2,9,,6,,9,623,0.004815409,0,0,0.001605136,0.003210273,0.3875,0.4875,0,0,1
27171,-5.1014,3,1.8,1,6,1,2.857,7,3.636,5,,8,,7,,5,452,0,0.002212389,0,0.008849558,0.004424779,0.4375,0.5625,0,0,1
27177,-7.4824,3,1.3,1,14,1,0.952,9,3.636,9,,9,,7,,8,992,0.005040323,0,0,0.001008065,0.002016129,0.15,0.225,0,0,2
27179,-7.4736,3,1.6,1,4,0,1.905,9,2.727,10,2,10,,7,,8,528,0.003787879,0,0.005681818,0.001893939,0.013257576,0.275,0.35,1201,1,1
27187,-7.4874,3,2.5,3,4,0,2.381,10,3.182,10,7,10,,10,,10,224,0.013392857,0,0,0.013392857,0.004464286,0.3875,0.4875,0,0,1
27188,-4.3566,3,2.9,1,10,0,4.762,7,5.455,8,,7,,2,,8,848,0.033018868,0,0,0,0.001179245,0.275,0.35,0,2,2
27191,-3.754,3,5.8,1,17,0,9.048,9,8.182,9,7,8,,8,,9,240,0.008333333,0,0,0.004166667,0.008333333,0.4875,0.6375,0,0,2
27193,-5.149,3,3.8,1,15,0,2.857,7,7.273,9,2,9,3.125,9,,7,757,0.011889036,0.001321004,0,0.009247028,0.030383091,0.4875,0.6375,521,0,2
27194,-4.2348,3,3.3,1,19,0,6.19,8,3.636,8,4,8,,3,,8,887,0.01578354,0.001127396,0,0.00789177,0.001127396,0.375,0.5,1001,1,3
27197,-3.3532,3,5.3,2,7,0,7.143,8,9.091,8,5,7,,7,,8,995,0.019095477,0.001005025,0.001005025,0.001005025,0,0.325,0.425,0,5,2
27198,-6.8918,3,1.8,1,3,1,1.905,9,3.636,7,2,10,,7,,9,637,0,0,0,0.001569859,0.004709576,0.3125,0.4375,0,1,1
27199,-6.6278,3,0.5,1,5,0,0.952,7,0.909,7,,7,,7,,7,371,0.021563342,0,0,0,0.002695418,0.175,0.2,0,0,1
27200,-5.8078,3,4.6,3,12,0,7.143,10,6.818,10,5,9,,9,,10,1232,0.00974026,0,0.001623377,0.000811688,0.003246753,0.55,0.7,427,0,3
27201,-5.5602,3,2.9,1,14,0,2.381,10,6.818,8,2,10,,2,,9,1216,0.022203947,0,0,0.000822368,0,0.375,0.5,0,0,1
27202,-8.8,3,0,1,8,0,,10,,9,,10,,6,,9,1081,0.025901943,0,0,0,0,0.325,0.425,212,1,2
27210,-4.1636,3,0.9,1,12,0,,8,3.182,1,,6,,1,,8,2836,0.001763047,0,0,0.000352609,0.000705219,0.3125,0.4375,0,0,3
27211,-2.3984,3,4.6,1,4,0,6.19,8,6.818,6,7,8,,2,,8,324,0.043209877,0,0,0,0,0.45,0.55,581,1,1
27215,-4.9922,3,2.4,1,14,0,2.857,8,3.182,7,5,8,,6,,7,1756,0.015375854,0,0,0.001708428,0.003416856,0.425,0.575,0,3,2
27219,-5.6026,3,4.1,4,10,0,5.714,9,7.273,9,3,9,,9,,8,1198,0.004173623,0.000834725,0,0.005843072,0.026711185,0.5,0.625,438,6,2
27220,-6.691,3,1.3,1,9,0,,8,4.545,9,,9,,4,,8,133,0.007518797,0,0,0,0,0.0625,0.0625,0,1,1
27222,-3.3566,3,3.2,1,6,0,4.762,7,5.455,7,2,7,,2,,6,636,0.01572327,0,0,0,0,0.1125,0.1375,801,0,2
27223,-1.1168,3,7.9,2,4,0,8.095,9,10,9,9,9,3.75,9,8.571,9,729,0.006858711,0,0.004115226,0.001371742,0.002743484,0.5875,0.7875,0,6,1
27226,-4.2936,3,3.9,1,10,0,5.714,9,6.818,9,3,9,,1,,9,179,0.033519553,0.005586592,0,0,0.005586592,0.225,0.275,0,1,2
27229,-3.7238,3,3,1,17,0,2.381,8,5,8,7,8,,1,,8,438,0.054794521,0.002283105,0.002283105,0,0,0.3375,0.4125,0,1,2
27233,-5.3644,3,1.4,1,12,0,1.905,8,2.273,6,2,7,,5,,7,1173,0.006820119,0,0,0.000852515,0,0.3875,0.4875,0,0,1
27238,-7.4414,3,1.1,1,10,0,1.429,9,1.364,8,2,9,,7,,9,782,0.023017903,0,0,0,0.00511509,0.275,0.35,0,1,3
27240,-1.709,3,2.5,1,4,0,,5,5.455,4,7,6,,4,,2,649,0.006163328,0.001540832,0.001540832,0,0,0.4375,0.5625,0,1,1
27242,-3.8562,3,3.4,5,6,0,3.81,8,5.909,7,5,7,,5,,7,2868,0.00348675,0,0,0.000348675,0,0.225,0.275,801,1,2
27243,-8.9784,3,1.4,1,15,0,2.381,10,2.727,10,,10,,10,,10,1099,0.020018198,0,0,0,0.004549591,0.475,0.525,601,0,3
27245,-4.6692,3,3.3,1,15,0,2.381,9,7.273,9,4,9,,1,,9,1223,0.024529845,0.001635323,0,0,0,0.2875,0.3375,0,1,2
27247,-1.4,3,0,1,10,0,,2,,1,,1,,2,,1,531,0.013182674,0,0,0,0,0.325,0.425,801,1,2
27251,-5.5914,3,2,1,12,1,0.952,7,4.091,8,4,7,,8,,7,1035,0.01352657,0,0,0.002898551,0.009661836,0.4375,0.5625,0,1,2
27252,-3.6182,3,1.7,1,5,0,,5,5.909,5,,6,,1,,7,682,0.032258065,0,0,0.001466276,0.001466276,0.275,0.35,0,6,2
27253,-4.6104,3,2,1,7,0,2.857,8,4.091,7,,9,,1,,5,401,0.019950125,0,0,0,0.004987531,0.1,0.15,0,0,1
27255,-7.2,3,0,1,4,0,,10,,10,,5,,1,,10,434,0.020737327,0,0,0,0,0.3375,0.4125,581,0,2
27257,-5.6926,3,3.6,1,6,0,3.81,9,7.727,9,2,9,,7,,8,372,0.040322581,0,0.008064516,0.002688172,0.005376344,0.4875,0.6375,651,1,3
27262,-4.2736,3,3,1,10,0,1.905,8,7.727,8,2,8,,1,,8,530,0.016981132,0,0.001886792,0,0,0.3375,0.4125,801,1,2
27263,-7.5826,3,1.4,4,10,0,1.905,8,3.182,9,,8,,9,,9,615,0.001626016,0,0,0,0.01300813,0.3875,0.4875,116,,
27265,-3.884,3,3.6,3,4,0,4.762,7,6.818,7,2,7,,5,,7,405,0.012345679,0.002469136,0,0,0.002469136,0.275,0.35,0,0,0
27302,-3.871,3,3.9,6,10,1,6.19,8,5.455,8,5,8,,5,,7,451,0.022172949,0,0,0.00443459,0,0.6875,0.8125,140,2,1
27303,-6.1566,3,3.2,2,8,1,4.762,10,5.455,9,2,9,,6,,9,1238,0.019386107,0,0,0,0,0.3875,0.4875,801,5,1
27304,-5.129,3,2.9,2,4,1,3.81,7,4.545,6,4,8,,9,,8,347,0.005763689,0.005763689,0,0.011527378,0.002881844,0.55,0.7,801,0,0
27305,-4.1792,3,4.1,1,2,0,4.286,8,6.818,8,7,7,,8,,8,388,0.010309278,0.005154639,0,0.00257732,0,0.55,0.7,0,0,0
27307,-2.5094,3,6.4,1,2,0,7.619,8,7.727,9,4,8,6.25,8,2.857,8,385,0.007792208,0,0,0,0.005194805,0.325,0.425,751,0,1
27309,-8.2788,3,2,1,5,0,3.333,10,2.273,10,3,10,,10,,10,249,0.016064257,0,0,0,0,0.225,0.275,0,0,2
27311,-5.072,3,4.5,1,6,0,3.333,9,8.182,8,4,10,3.125,9,,8,346,0.01734104,0,0,0.00867052,0.005780347,0.4875,0.6375,162,1,1
27313,-3.1386,3,3,2,1,0,4.762,6,4.545,6,3,7,,3,,6,463,0.017278618,0,0,0,0.002159827,0.425,0.575,0,1,1
27315,-8.509,3,1.6,1,4,0,,10,5.455,10,,10,,8,,10,392,0.040816327,0,0,0.00255102,0,0.175,0.2,0,0,2
27316,-5.9272,3,0.4,1,3,1,,5,1.364,7,,8,,2,,9,215,0.027906977,0,0,0,0,0.2875,0.3375,0,0,
27321,-6.884,3,2.2,1,12,0,4.762,10,1.818,8,3,9,,8,,9,2847,0.006322445,0.000702494,0.000702494,0,0.000351247,0.4375,0.5625,1001,1,1
27323,-7.065,3,1.6,1,16,1,2.857,9,1.818,9,2,9,,8,,7,2535,0.011439842,0,0,0,0,0.2625,0.3625,0,1,2
27325,-8.0918,3,2.1,1,15,1,1.905,10,3.636,10,4,10,,10,,10,1446,0.013139696,0,0,0.001383126,0.010373444,0.5375,0.7125,0,0,2
27327,-5.961,3,2.9,1,3,1,4.286,9,5.909,7,,8,,8,,8,604,0.023178808,0.001655629,0,0.003311258,0.001655629,0.375,0.5,0,1,1
27331,-3.2944,3,4.5,2,6,0,7.619,7,5.909,7,5,7,,7,,7,319,0.021943574,0,0.003134796,0,0.003134796,0.4625,0.5375,0,1,3
27332,-4.9516,3,3.3,1,13,0,3.333,9,5.909,9,5,9,,3,,9,786,0.003816794,0,0,0,0,0.375,0.5,1001,1,2
27333,-4.8788,3,3.6,2,9,0,3.333,9,7.273,7,4,9,,6,,8,984,0.013211382,0.00203252,0.00101626,0.010162602,0.009146341,0.55,0.7,212,1,2
27334,-3.8294,3,2.8,2,5,1,4.762,9,4.091,6,2,5,,4,,6,626,0.009584665,0.001597444,0,0.001597444,0,0.375,0.5,480,1,2
27339,-5.5454,3,0.9,1,20,0,,7,2.273,6,2,7,,6,,6,2441,0.001638673,0,0,0,0,0.0625,0.0625,0,2,1
27340,-2.6684,3,5.8,3,7,0,7.619,9,8.182,8,8,8,,6,2.857,9,16,0.0625,0,0,0.0625,0,0.2125,0.2875,0,,
27344,-4.0244,3,2.9,1,9,1,3.333,6,4.545,7,5,6,,5,,9,1369,0.009495982,0.002191381,0,0.002191381,0.005843682,0.4375,0.5625,0,0,1
27345,-5.0096,3,2,3,10,0,0.952,8,5,6,2,8,,3,,8,945,0.014814815,0.001058201,0,0.001058201,0.008465608,0.55,0.7,0,1,2
27348,-7.29825,3,0.7,1,4,0,7.143,10,2,10,,10,,10,,10,890,0.002247191,0,0.001123596,0.007865169,0.003370787,0.45,0.55,377,1,1
27353,-6.8,3,0,1,7,0,,8,,7,,8,,2,,9,307,0.016286645,0,0,0,0,0.375,0.5,0,1,0
27354,-6.6728,3,1.1,2,5,1,,8,3.636,7,,8,,7,,7,528,0.001893939,0.001893939,0,0.013257576,0.007575758,0.375,0.5,78,1,2
27355,-7.4494,3,2.5,1,7,0,3.81,10,1.818,10,2,10,3.125,10,,8,648,0.007716049,0.00617284,0,0,0.023148148,0.4875,0.6375,0,7,1
27356,-6.155,3,2.6,1,17,1,0.952,9,7.273,8,2,9,,7,,8,1266,0.026066351,0.000789889,0,0.004739336,0.000789889,0.425,0.575,296,1,1
27360,-6.9914,3,1.7,1,5,0,0.952,9,4.091,9,2,9,,7,,8,1233,0.00162206,0,0,0,0,0.1625,0.2125,0,0,1
27362,-8.7272,3,0.4,1,5,0,,10,1.364,10,,10,,5,,10,1022,0.012720157,0,0,0,0,0.4375,0.5625,801,0,1
27363,-2.9532,3,5.3,2,4,0,7.143,8,9.091,7,5,7,,6,,8,537,0.027932961,0.005586592,0,0,0.003724395,0.425,0.575,801,0,1
27366,-7.2,3,0,1,10,0,,8,,7,,9,,5,,7,1250,0.0136,8.00E-04,0,0,0.0016,0.325,0.425,0,0,1
27371,-5.8016,3,2.6,1,4,1,3.81,9,3.182,8,5,9,,6,,9,760,0.017105263,0.001315789,0,0.007894737,0,0.425,0.575,76,1,1
27375,-7.0874,3,2.1,1,8,1,2.381,9,3.182,9,4,9,,9,,9,894,0.023489933,0,0,0.001118568,0.001118568,0.45,0.55,801,1,1
27376,-6.155,3,2.6,1,6,0,0.952,9,7.273,8,2,9,,6,,9,646,0.009287926,0,0,0.001547988,0.003095975,0.375,0.5,0,1,2
27378,-5.6148,3,2.4,1,18,1,2.381,9,4.545,7,3,9,,4,,9,1604,0.024314214,0,0,0.000623441,0,0.375,0.5,521,5,1
27382,-8.1196,3,2.4,1,6,0,2.857,10,4.545,10,2,10,,10,,10,1094,0.003656307,0.000914077,0,0.001828154,0,0.1625,0.2125,314,0,2
27383,-4.4016,3,2.2,1,9,1,3.81,9,3.182,5,2,9,,1,,7,437,0.004576659,0.00228833,0,0,0.011441648,0.225,0.275,801,1,2
27388,-6.528,3,2.4,2,11,0,1.905,10,5.455,9,2,9,,5,,9,361,0.04432133,0,0,0,0.002770083,0.2875,0.3375,551,1,2
27389,-4.1118,3,4.2,1,10,0,5.714,9,7.727,9,3,8,,1,,10,753,0.009296149,0.001328021,0,0,0.002656042,0.275,0.35,0,0,2
27397,-5.1454,3,0.7,1,4,1,,9,2.273,3,,6,,2,,8,650,0.027692308,0.003076923,0.001538462,0.004615385,0.001538462,0.4375,0.5625,8,1,1
27403,-7,3,0,1,5,0,,7,,8,,8,,5,,7,506,0.017786561,0,0,0,0,0.275,0.35,0,0,1
27404,-4.9662,3,3.8,1,15,0,5.714,8,5.455,8,5,8,,7,,10,1419,0.017618041,0.001409443,0,0.002114165,0.000704722,0.475,0.65,0,0,2
27407,-4.1238,3,2.8,1,15,0,2.381,9,5,7,5,7,,1,,9,628,0.011146497,0,0,0,0,0.325,0.425,251,1,1
27410,-5.729,3,2.6,1,15,1,3.81,8,4.545,8,2,8,,6,,9,2782,0.008986341,0,0,0.002875629,0.000718907,0.3875,0.4875,0,1,1
27413,-4.9376,3,2.6,1,5,1,2.857,8,5.455,6,2,7,,5,,9,579,0.041450777,0.001727116,0,0,0,0.2875,0.3375,27,2,2
27415,-4.671,3,3.8,2,20,1,6.19,8,5.455,8,4,8,,7,,8,827,0.020556227,0,0,0.00120919,0,0.325,0.425,0,,2
27416,-5.928,3,2.6,1,6,0,1.905,9,5.455,9,4,8,,8,,7,514,0.011673152,0,0,0,0.001945525,0.3375,0.4125,0,1,2
27417,-7.6,3,0,1,4,1,,8,,5,,5,,10,,10,418,0.019138756,0,0,0,0,0.1625,0.2125,0,1,1
27418,-6.4156,3,2.2,2,7,0,4.286,8,3.636,8,,7,,9,,8,889,0.004499438,0,0.001124859,0,0.008998875,0.425,0.575,0,0,1
27420,-2.9714,3,5.8,2,3,0,7.143,7,10,9,7,7,,8,,8,398,0.007537688,0,0.020100503,0.002512563,0.01758794,0.55,0.7,0,1,1
27421,-4.3566,3,3.3,2,20,0,4.762,10,5.455,7,3,8,,1,,9,636,0.034591195,0,0,0,0.001572327,0.475,0.65,0,0,2
27426,-5.4424,3,2.8,1,10,1,3.333,8,5.455,8,2,8,,6,,8,2203,0.004993191,0.000453926,0.000907853,0.000453926,0,0.325,0.425,83,0,1
27429,-6.0414,3,2.5,1,20,0,1.429,8,6.364,7,2,7,,8,,10,590,0.010169492,0,0.001694915,0.001694915,0,0.2375,0.2625,0,0,2
27430,-5.4944,3,4.5,1,4,1,7.619,9,5.909,9,5,9,,9,,10,355,0.011267606,0,0,0.002816901,0,0.2125,0.2875,581,1,0
27431,-8.4,3,0,1,5,0,,10,,10,,10,,2,,10,321,0.012461059,0,0,0,0.003115265,0.3875,0.4875,162,0,1
27435,-5.3056,3,2.1,1,9,0,2.381,7,4.091,7,2,7,,7,,7,602,0.013289037,0,0,0.003322259,0.004983389,0.4875,0.6375,801,1,2
27437,-5.3844,3,4.1,1,15,0,5.714,10,6.364,9,5,10,,6,,9,1536,0.016276042,0,0,0.002604167,0.000651042,0.275,0.35,1001,1,2
27439,-7.097,3,3.6,1,6,1,3.333,10,8.182,10,2,10,,10,,9,583,0.008576329,0.001715266,0.010291595,0,0.003430532,0.45,0.55,451,0,1
27441,-6.5826,3,2.1,1,3,1,1.905,9,3.182,9,5,9,,7,,9,869,0.012658228,0,0,0.001150748,0.001150748,0.375,0.5,0,1,2
27444,-3.451,3,1.1,1,4,1,2.381,6,1.364,6,,6,,1,,2,546,0.027472527,0,0,0,0.003663004,0.4375,0.5625,0,1,1
27446,-0.7722,3,5.9,1,6,0,7.619,8,9.091,6,8,6,,2,1.429,8,408,0.039215686,0,0,0,0,0.175,0.2,271,1,0
27448,-5.265,3,3.3,1,3,0,2.857,9,6.818,8,4,8,,7,,8,241,0.004149378,0.004149378,0.004149378,0.004149378,0.008298755,0.375,0.5,329,1,0
27450,-5.4546,3,0.8,1,6,1,,7,2.727,7,,8,,1,,7,949,0.009483667,0,0,0,0.002107482,0.225,0.275,314,1,3
27458,-4.8166,3,4.2,1,14,0,6.19,8,7.727,8,2,8,,8,,8,1036,0.007722008,0.002895753,0.007722008,0.003861004,0.006756757,0.4875,0.6375,0,0,2
27460,-5.2166,3,4.6,1,4,0,6.19,10,7.727,9,5,9,,9,,8,581,0.012048193,0.003442341,0.006884682,0.005163511,0.003442341,0.4875,0.6375,11,1,2
27462,-4.3108,3,2.4,1,6,0,3.81,7,3.636,7,2,7,,3,,7,381,0.026246719,0,0,0,0,0.35,0.4,0,0,3
27463,-4.3386,3,3.6,3,10,0,4.762,8,4.545,8,7,8,,8,,6,543,0.001841621,0.003683241,0,0.005524862,0.009208103,0.3125,0.4375,0,0,1
27464,-4.9386,3,2.9,1,3,0,4.762,9,4.545,6,2,9,,4,,8,569,0.015817223,0.003514938,0,0.001757469,0,0.5,0.625,371,0,1
27593,-4.7256,3,4.6,2,5,1,6.19,10,8.182,8,4,9,,7,,8,752,0.003989362,0,0.003989362,0.001329787,0.002659574,0.5,0.625,67,1,1
